,Title,Link,Content
60,Elections 2018: Parties resort to monotonous campaigning in Rawalpindi,https://www.pakistantoday.com.pk/2018/06/26/larkanas-political-players-to-be-challenged-by-academician-in-2018-elections/,"KARACHI: Although contesting elections in Pakistan for provincial or national assembly seats require millions of rupees, the entrance of middle-class principal of a private college in politics has become what the political analysts believe is a ‘bitter pill’ for the influential feudal and political families in Larkana.

Liaquat Ali Mirani, who is commonly known as Ustad (master), has been working as principal of Bahria Foundation College in Ranipur. He filed his nomination papers to contest the upcoming general elections for PS-13 (Dokri-Badeh) against the decades-old feudal and most powerful politicians despite lacking the wealth to run the luxurious election campaign.

Mirani has vast experience in the education sector with his earlier jobs as principal of Army Public School in Dadu and as vice principal at Army Public School in Pano Aqil, district Ghotki.

Having no grudge against any political party (except those corrupt individuals), Mirani only wishes that well-educated and honest candidates from any political party should be voted to power who could serve the poor people of the province, ensure quality education, provide healthcare facilities, local government system can fight against Patwari culture and etc.

Usually, the constituency for provincial assembly PS-13 Dokri-Badeh remained within the lap of Pakistan People’s Party (PPP) since past couple of years and party’s nominated Aziz Jatoi used to get elected from the said constituency.

However, this time, PPP has sidelined Mr Jatoi and awarded party ticket to Hizbullah Bughio compelling Aziz Jatoi to part ways and announced that he would contest upcoming elections as an independent candidate. While, the opposition alliance – Grand Democratic Alliance – has awarded party ticket to Aadil Altaf Unnar, and the Pakistan Tehreek-e-Insaf to Shafqat Unnar on the same constituency.

While campaigning even on bicycle and donkey-cart, Liaquat Ali Mirani has mobilized students, writers, educated youth and the oppressed masses against the feudal lords since acceptance of his nomination papers for the constituency.

“The consistent poor governance, massive corruption worth billions of rupees, vanishing of province’s resources etc will ultimately result in providing a chance to middle class leaders to get elected against the corrupt mafias who have ruled the province since past ten years”, Mirani told Pakistan Today by phone from his Dokri, town of district Larkana.

“I have no funds to run lavish type of election campaigns like they (feudal) run. I have a motorcycle that requires Rs 100 petrol for my campaign while my friend Mr Jhatial has gifted me a megaphone worth Rs 2200 from Karachi”, Mirani added.

The politicians have ruined our system that included education, health, road infrastructure, electricity etc, he said, adding that he was using lower level tactics to ‘further mobilise’ (development of mind) of people of the constituency.

“The common people have been scared of feudal lords however the fear among the masses have been reduced remarkably as people have started questioning the influential leaders about their past performances”, Mirani went on to say.

“I really wish that people like Ayaz Latif Palijo, Dr Qadir Magsi, Abbasi family of district Larkana, Mirza family of Badin, Syed Jalal Mehmood Shah, Syed Zain Shah, and all other well-educated candidates be voted to power so that the basic issues of the people could be resolved without any delay”, he concluded."
61,Elections 2018: Appellate tribunal rejects Ashraf Jalali’s nomination papers,https://www.pakistantoday.com.pk/2018/06/10/javed-hashmi-not-to-contest-2018-elections/,"MULTAN: Javed Hashmi on Sunday announced that he will not be contesting the 2018 general elections, reasoning that he has no interest in running for the position of lawmaker.

Talking to media, Hashmi said, “I have not submitted the nomination papers. Upon joining [PML-N], I had told them that I will not be contesting the elections.”

While referring to his role in the PML-N, he said that he will accept whatever designation he is given by the party.

He added, “In all surveys that have taken place till this date, the PML-N has been predicted as the winner.”

Hashmi hoped that the process of democracy which will continue after the polls.

It is pertinent to mention that the former PTI leader had returned to the PML-N and announced his inclusion at the party’s rally in Multan."
62,Elections 2018: ECP issues guidelines for media coverage,https://www.pakistantoday.com.pk/2018/06/10/saifullah-family-not-to-contest-2018-elections/,"Saifullah family has decided not to contest 2018 general elections allegedly due to the issue of an affidavit that has to be submitted with the nomination papers.

According to media reports, the lawyers of the Saifullah family have advised against contesting the polls as they are facing graft references in the National Accountability Bureau (NAB).

Quoting Salim Saifullah, the media reported that the family would contest elections after clearing all cases against them. The names of Saifullah family members were also revealed in the Panama Papers.

Anwar Saifullah and Usman Saifullah belonged to PPP, while Salim Saifullah had signed seat adjustment agreement with PTI. Anwar Saifullah, Salim Saifullah, Usman Saifullah, Jehangir Saifullah and Humayun Saifullah would not contest elections.

However, according to Salim Saifullah, the family would not leave the field open as his relatives would be contesting elections from Lakki Marwat."
63,Elections 2018: PTI issues tickets to 13 females for general seats in NA,https://www.pakistantoday.com.pk/2018/06/10/ali-tareen-not-to-contest-2018-elections-amid-educational-commitments/,"Pakistan Tehreek-e-Insaf (PTI) leader Jehangir Tareen’s son Ali Tareen on Saturday announced not to contest the forthcoming election citing his inability to give time to politics due to education.

In his video message, Tareen had received nomination papers from National Assembly constituency NA-161 Lodhran.

A message for my fellow PTI workers in Lodhran. #GE2018 #PTI pic.twitter.com/FBYE2qtdei — Ali Khan Tareen (@aliktareen) June 9, 2018

He said that the party ticket should be given to the best candidate. “Best candidate is the one who works for his party round the clock.”

Tareen said that he “cannot give time to politics due to his education.”"
64,General Elections 2018: A war on social media,https://www.pakistantoday.com.pk/2018/06/09/hafiz-saeed-not-to-contest-2018-elections-jud-to-field-over-200-candidates/,"LAHORE: Hafiz Saeed’s Jamaat-ud-Dawa (JuD) is fielding over 200 candidates in the 2018 general elections on both national and provincial seats while Hafiz Saeed has ditched the idea of contesting the polls himself.

The JuD launched its political front Milli Muslim League (MML) but it has not been yet registered with the Election Commission of Pakistan (ECP).

With general elections approaching, the group decided to contest on the platform of a “dormant” political entity Allaha-u-Akbar Tehreek (AAT) registered with the ECP.

The JuD activists and sympathisers have taken the nomination papers from the ECP and are fielding their candidates on the platform of the AAT.

“MML president Saifullah Khalid and AAT chief Ehsan Bari have agreed to field joint candidates on the platform of ATT in the upcoming elections. Under the seat adjustment agreement, the MML will field more than 200 educated candidates. They will contest the elections on the AAT’s election symbol chair,” Ahmad Nadeem, an MML spokesperson, said.

He said there are many political figures who have joined the MML and it has awarded them AAT tickets.

Asked if Saeed plans to run as a parliamentary candidate in this election, the spokesman said: “No … Hafiz sahib has no such plans at the moment. The MML is taking part for the first time in the general elections and hopefully, we will make to the parliament.”

To a question, if any “significant leader” of the JuD would contest the election, he said: “Our priority is that those joining us from other political parties or educated youths in respective constituencies be given AAT tickets.”

He said the AAT will launch its political campaign once its candidates file nomination papers.

“We are hopeful that the people will elect our candidates,” he said.

It is believed that since the MML has hardly any chance to get registered with the ECP as the latter had announced the election schedule and issued election symbols, it had no other option but to contest the election on any ‘dormant’ entity like the AAT.

Earlier, MML president Saifullah Khalid had said: “We have decided to support the candidates of AAT in July 25 elections. We will play a role in the victory of those contesting on the symbol of a chair. To save Pakistan, patriotic people should be supported in the elections.”

Khalid said the MML had been denied registration in the ECP for the last 11 months but will take part in the polls by supporting AAT candidates.

The interior ministry had opposed enlisting of the MML as a political party arguing it’s an offshoot of Saeed’s JuD banned under a UN resolution.

The JuD formed MML at the time when Saeed was detained in Lahore. Saeed and his four aides – Abdullah Ubaid, Malik Zafar Iqbal, Abdul Rehman Abid and Qazi Kashif Hussain – were placed under house arrest in Lahore on January 30 under the anti-terrorism act.

The JuD was declared as a foreign terrorist organisation by the US in June 2014. The JuD chief also carries a USD 10 million American bounty on his head for his role in terror activities."
65,Elections 2018,https://www.pakistantoday.com.pk/2018/06/04/facebooks-influence-on-2018-elections-lhc-issues-notices-to-pta-chairman-ecp/,"LAHORE: The Lahore High Court (LHC) on Monday issued notices to Pakistan Telecommunication Authority (PTA) chairman and Election Commission of Pakistan (ECP) over a petition regarding Facebook’s influence on general elections 2018.

The notices were issued to the respondents by LHC’s Justice Abid Aziz Sheikh during the hearing of a petition regarding Facebook CEO Mark Zuckerberg’s statement in April, in which he vowed to protect the integrity of the upcoming Pakistan general elections in 2018.

The petitioner, Shahid Jamal, requested that the interim federal government, ECP and PTA should also be directed to regulate social media to ensure the democratic process is not harmed in the upcoming general elections.

In April, Facebook CEO Mark Zuckerberg had said, “There are important elections in India, in Brazil, in Mexico, in Pakistan, and in Hungary. And we want to make sure we do everything we can to protect the integrity of those elections.”

The 33-year-old internet mogul told the Congress that the company has new artificial intelligence tools to identify fake accounts, and plans to hire 20,000 people to work on security and content review by the end of 2018.

The Facebook CEO had also said political ads on the social media website will be required to specify the person or entity paying for the message, as part of the bid to curb outside election interference.

Zuckerberg’s comments had come following severe backlash after it was revealed that political consulting firm Cambridge Analytica, which worked for Donald Trump’s presidential campaign, gained access to the personal data of 87 million Facebook users."
66,Elections 2018: Mustafa Kamal predicts clean sweep for PSP in Karachi,https://www.pakistantoday.com.pk/2018/06/02/mqm-founder-altaf-hussain-calls-for-boycott-of-2018-elections/,"LONDON: In a video statement, MQM founder Altaf Hussain announced that his party would boycott the 2018 general elections, accusing the ‘establishment’ of manipulating the polls.

“I request all the democratic people to boycott such elections,” the MQM-London chief said, adding that “every single ‘millennial’ is requested to stop their elders from participating in the polls by keeping them in their homes”.

Meanwhile, MQM-Pakistan leader Farooq Sattar has also warned earlier that his party could boycott the forthcoming elections if their reservations were not addressed.

“Elections cannot guarantee our survival; the injustices done to us are in front of everyone,” Sattar said.

He feared that the elections in Karachi could be ‘fixed’. “A conspiracy is being hatched in Karachi. It was not only a minus-one formula that changed the political atmosphere of the metropolis; rather it was a minus-MQM formula that was in the process,” he said in a candid discussion."
67,General elections 2018: Deadline to submit nomination papers today,https://www.pakistantoday.com.pk/2018/06/01/pti-finalises-sindh-candidates-for-2018-general-elections/,"The Pakistan Tehreek-e-Insaf (PTI) has formally initiated the process of awarding party tickets for coming general elections.

The party’s parliamentary board, headed by PTI chief Imran Khan, announced on Thursday award of party tickets for 11 National Assembly and 17 provincial assembly constituencies of Sindh province.

The constituencies fall in cities including Sukkur, Tharparkar, Hyderabad, Tando Muhammad Khan, Jamshoro, Dadu and Karachi.

PTI vice-chairman Shah Mehmood Qureshi will contest election on NA-221 (Tharparkar-I), while Dr Arif Alvi has been awarded ticket for NA-247 (Karachi South-II). Similarly Syed Tahir Hussain Shah will contest from NA-206 (Sukkur), Mubeen Ahmad from NA-207 (Sukkur-II), Mohammad Hakam from NA-227 (Hyderabad-III), Syed Zulfiqar Ali Shah from NA-228 (Tando Muhammad Khan), Malik Pahar Khan from NA-233 (Jamshoro), Liaqat Ali Jatoi from NA-234 (Dadu-I), Karim Ali Jatoi from NA-235 (Dadu-II), Saifur Rehman from NA-242 (Karachi East I), and Syed Ali Hyder Zaidi from NA-244 (Karachi East III).

Similarly, some tickets have also been awarded for 17 Sindh assembly constituencies. Senior PTI leader Imran Ismael will contest from PS-111 and Haleem Adil Sheikh from PS-99.

Other ticket holders include Shaharyar Khan Shar, Mir Iftikhar Ahmed Khan Lound, Ghulam Ali Abbas, Ghulam Shah Mardan, Asghar Ali, Dost Mohammad, Umaid Ali Junejo, Mohammad Altaf Nizamani, Syed Zulfiqar Ali Shah, Zaib Nisa, Ahsan Ali Jatoi, Sadaqat Ali Jatoi, Ashique Ali Zounr, Bandah Ali Leghari and Khurram Sher Zaman.

A PTI spokesperson said the parliamentary board would meet again on Friday to award party tickets for rest of the Sindh constituencies."
68,LIVE: By-elections 2018 unofficial results,https://www.pakistantoday.com.pk/2018/05/21/pti-to-go-solo-for-2018-elections-fawad-ch/,"How cognitive dissonance has helped us to become what we are Beliefs shape our lives, dictate our conscious, light our paths and ensure that we are moving in a right direction. Whether…"
69,"Elections 2018: Political leaders, prominent personalities cast vote",https://www.pakistantoday.com.pk/2018/05/20/ecp-finalises-security-plan-for-2018-elections/,"ISLAMABAD: Fawad Chaudhry on Monday dismissed the possibility of forming an alliance with any party in the upcoming elections, adding that Pakistan Tehreek-e-Insaf (PTI) will contest elections solo.

“We have clarified time and again that PTI will contest the elections as a single party,” the PTI spokesperson said.

“Rumours have been abuzz that PTI is forming an alliance with PML-Q but we would like to reiterate that we will not be forming an alliance with any party.”

Chaudhry, along with other party leaders was addressing a press conference in the federal capital.

He criticised the deposed prime minister for responding to only 58 of the 128 questions to which the accountability court has solicited a response in the Avenfield Properties reference.

“Nawaz Sharif wants to deceive the whole nation,” he commented."
70,Elections 2018: Pak-Afghan borders to remain closed for two days,https://www.pakistantoday.com.pk/2018/05/17/2018-general-elections-to-be-held-on-july-31-ecp-website/,"ISLAMABAD: After seeking proposals from all provinces, the Election Commission of Pakistan (ECP) has finalised a security plan for the upcoming general elections which will soon be approved, reported a private media outlet.

The ECP has decided to seek assistance of the Pakistan army and Rangers to ensure the smooth conduct of polls at sensitive polling stations. Besides, police personnel will also be deployed inside and outside polling stations to ensure implementation of the ECP’s code of conduct.

In the previous meeting, the chief secretaries of all four provinces were asked to give a detailed briefing on the situation of security in their respective provinces, according to sources privy to the meeting. The chief secretaries assured the electoral body of extending every possible cooperation and assistance in this regard."
71,Elections 2018: Presiding officer from PS-93 arrested over electoral malpractice,https://www.pakistantoday.com.pk/2018/05/17/foreign-observers-not-barred-to-cover-2018-elections-clarifies-ecp/,"ISLAMABAD: After Election Commission of Pakistan’s (ECP) website mentioned July 31 as the date of 2018 general elections, the commission later clarified that the date is yet to be announced.

The ECP website had initially mentioned July 31 in the schedule of 2018 elections, but retracted quickly after reports circulated on media.

Clarifying the matter, ECP spokesperson Altaf Hussain told media, “The date and schedule of elections is not something to be hidden.”

“[Only an] empty link was put on the ECP website,” he said, adding that a date for elections would be announced after mutual consultation. He further told media that the commission would welcome all national and international observers.

Although the ECP has not yet made any formal announcement pertaining to the date for countrywide polls, previous reports had suggested that the commission had recommended holding 2018 elections by the end of July.

According to media reports, ECP officials had earlier pondered over the dates of July 25 or 26 (Wednesday or Thursday) to conduct the polls.

The ECP had already started working on the summary for elections date, reports said earlier this month, which would be forwarded to the president.

Following an approval of the summary by the president, they said further, the ECP would issue a schedule for polls.

The incumbent government is expected to conclude its five-year term on May 31, after which the caretaker government will take over to oversee the general elections.

As per the Constitution of Pakistan, the caretaker prime minister is appointed by the prime minister in consultation with the opposition leader in the National Assembly.

Both the premier and the opposition leader are yet to announce the name of caretaker PM. They have to first present names of three nominees each from which the consensus candidate is appointed as the caretaker prime minister.

The prime responsibility of the caretaker government is to ensure that the elections are held in a transparent manner and the basic functions of the government continue without an elected setup in place."
72,Elections 2018: ECP encourages women participation in every constituency,https://www.pakistantoday.com.pk/2018/05/16/ecp-rules-out-interference-of-aliens-in-2018-general-elections/,"ISLAMABAD: Chief Election Commissioner Sardar Muhammad Raza Khan on Wednesday made it clear that no interference will be tolerated in upcoming elections, will repeat the process of de-limitation again if required.

Addressing in a ceremony in Lahore, Sardar Muhammad Raza Khan said that it is the prime responsibility of the Election Commission of Pakistan (ECP) to hold fair and free elections. DROs have to play an important role in conducting fair and free elections. He said that election staff will be provided full security in the upcoming polls of 2018.

“The elections are very vital for country’s prosperity and future and we will hold them in strict adherence to the constitution,” he said.

He underlined that the judiciary is a transparent institution and that is the reason DROs were appointed from among the judiciary.

The ECP chief reiterated that no intervention will be tolerated in the polls and all the election staff would be provided due security.

On the occasion, ECP Secretary Babar Yaqoob said that no delay in the general elections will be tolerated, ruling out the interference of “aliens”.

ECP has prepared a code of conduct for foreign observers in the upcoming general elections. The election commission said that foreign observers can come to Pakistan for four to six weeks.

ECP said that the foreign ministry will issue instructions regarding visa for foreign missions.

The election commission has also extended the deadline for submission of applications by political parties and electoral alliances for election symbol till May 25.

However, the ECP notified that the applications submitted before the previous deadline of May 15 would not be considered and advised all such parties and alliances to submit fresh applications because incomplete applications or requests through fax will not be entertained.

ECP said the application must contain a list of symbols that the party sought in order of priority and the symbol allotted to it in the previous general elections.

Every application should be signed by the respective party head, according to the ECP. The commission will allocate a symbol to a political party only if it complied with the relevant provisions of the elections act."
73,Elections 2018,https://www.pakistantoday.com.pk/2018/05/07/nawaz-asks-people-to-treat-2018-elections-as-referendum/,"-Sacked premier warns he will not let anyone disrespect vote again

JHELUM: Deposed prime minister Nawaz Sharif said on Monday that the 2018 general elections should be treated as a referendum, adding that it is the people who want the decision of disqualification overturned.referendum

Speaking to a Pakistan Muslim League-Nawaz (PML-N) rally in Jhelum, Nawaz Sharif asked, “We have to end these games. Next 70 years should be better than the last 70 years.”

“This (2018 election) will be a referendum,” he clearly stated, asking the people whether they would accompany him against the ”disqualification ruled by five judges of Supreme Court”.

SUPREMACY OF VOTE:

Nawaz Sharif also said that he will not let anyone disrespect the vote ‘again’, maintaining that efforts were being made to send him to jail.

“A prime minister who sincerely serves the country has never been able to hold their office,” Nawaz told the rally participants.

In a jibe at political rival Imran Khan, the PML-N supremo said that the nation will stop Imran rising to power by using a ‘backdoor.’

“Imran turned out to be a man who does not have any principles,” he said.

Signaling out the Pakistan Tehreek-e-Insaf (PTI) Chairman Imran Khan as the most coward man, he lamented that Imran, who had once said that he would never form an alliance with Pakistan Peoples Party (PPP) Co-Chairman Asif Ali Zardari, was in cahoots with the latter. He alleged that both PTI and PPP sabotaged the Senate elections.

“Imran voted for the arrow [PPP’s electoral symbol] in the Senate elections,” alleged Nawaz.

The PML-N supremo and daughter Maryam Nawaz have been addressing rallies across the country as part of their ‘respect the vote’ campaign following Nawaz’s disqualification by the Supreme Court last year.

On Sunday, the ex-PM addressed a public gathering in Mansehra."
74,Elections 2018: Facebook collaborates with ECP to assist voters,https://www.pakistantoday.com.pk/2018/05/04/twitter-bots-soar-ahead-of-2018-elections-in-pakistan/,"-Almost all political parties look to manufacture consent, develop favourable opinion using automated help

LAHORE: With the nearing of 2018 general elections in Pakistan, Twitter bots have soared in number and it seems as if every political party’s social media wing is actively enhancing its resources to promote the agenda at hand, Pakistan Today has observed.

Hundreds or even thousands of bots have been scattered across the social media platform whose sole purpose is to manipulate the users. Using Twitter bots, political parties aim to manufacture consent and develop favourable opinion to gain maximum votes.

When (allegedly) three girls speak to you at the same time 😆 pic.twitter.com/0JTmzdrbCR — Mansoor Ali Khan (@_Mansoor_Ali) March 31, 2018

A Twitter user expressed rage over the issue and demanded the social media giant to take notice of the matter. “It’s time @Twitter make a serious effort to crack down on PML-N fake bots operating online. Most of them use pictures of fake girls too.”

However, the issue is not limited to any single political front. Parties from both left and right-wings are suspected of relying on bots to propagate their messages. A number of Twitter trends seen daily are either sponsored or built using the automated help.

Quoting an anonymous social media executive of the ruling Pakistan Muslim League-Nawaz (PML-N), The Diplomat reported that almost “everyone is running fake Facebook accounts and Twitter bots” in Pakistan to keep “pace with what others are doing”.

Although Twitter announced in February that it would be cracking down on bots after changes to the API to massively reduce the impact of services that allow links and content to be shared across multiple accounts, the move also reduced some real user’s follower counts. The platform largely believes in making its tools apolitical.

“Twitter’s tools are apolitical, and we enforce our rules without political bias…we also take action on any accounts we find that violate our terms of service, including asking account owners to confirm a phone number so we can confirm a human is behind it,” it said.

GOVT TO BLAME?

Social media activists belonging to the PTI often accuse the rivals, especially the government, of unleashing the bots to counter unfavourable opinions. One Twitter user wrote, “PML-N always had a media cell and they were (still are) using for false propaganda against opposition by employing IT ppl creating BOTS on Twitter, fake followers etc. Now, they’re openly doing it.”

The opposition parties’ wings go on to accuse the PML-N of being involved in malpractices through the IT ministry. The ruling party could be purchasing user’s data to manipulate the 2018 elections due to its power over the IT ministry, a member of the rival social media wing claimed. Similarly, experts criticise the government over its failure to enact data protection laws.

On the other hand, the PTI is too accused of starting hashtag trends whenever faced with severe criticism. A Twitter user complained, “The reply to any fact-based criticism against PTI is to get PTI trolls/cyber troll/bots to ‘grab their keyboards’ and start a hashtag trend.”

According to Pew Research data, an estimated two-thirds of tweeted links to popular websites are posted by automated accounts, not human beings. The study adds that among popular news and current event websites, 66% of tweeted links are made by suspected bots.

Not very far away from Pakistan, The Time recently reported that thousands of bots appeared in Malaysia just after the midweek election date was announced.

TWITTER ACCOUNTS AT RISK:

Apart from bots, security concerns too haunt every single Twitter user in Pakistan. The platform itself advised the millions of users to change passwords after bug exposed them in plain text.

The company recommended that users should change their passwords out of an “abundance of caution,” both on the site itself and anywhere else they may have used that password, including the third-party apps like Twitterrific and TweetDeck.

“We recently found a bug that stored passwords unmasked in an internal log. We fixed the bug and have no indication of a breach or misuse by anyone. As a precaution, consider changing your password on all services where you’ve used this password,” it said in the latest blog."
75,PPP can win one NA seat from Attock district in elections 2018,https://www.pakistantoday.com.pk/2018/04/26/pti-to-be-clean-bowled-in-2018-elections-hamza/,"RAHIM YAR KHAN: Member National Assembly (MNA) and Pakistan Muslim League-Nawaz (PML-N) central leader Hamza Shehbaz on Thursday said the Imran Khan-led Pakistan Tehreek-e-Insaf (PTI) would be “clean bowled” in the upcoming general elections as the PTI chief didn’t know that “having a waistcoat wasn’t enough to become the prime minister”.

Addressing a workers’ convention of the PML-N in Rahim Yar Khan, Hamza said that hard work like that of Nawaz Sharif besides public service was the most important thing needed to lead the masses.

He said that Imran Khan would not be able to mislead the people with his baseless allegations anymore and if votes in the Senate polls were sold in Khyber Pakhtunkhwa (KP), it was Imran himself who was responsible.

The PML-N leader also said that after criticising Lahore’s metro bus for five years, the KP government was now working on the same project in the province. Training guns on his opponents, Hamza questioned, “What kind of change can Imran Khan possibly bring with the help of loan defaulters and land mafia?”

While criticising the Pakistan People’s Party (PPP), Hamza said the people had not forgotten how “Asif Ali Zardari looted the nation and each penny of his looted wealth would be recovered”. He also said that former president Zardari had visited China several times but the Chinese government only trusted Nawaz Sharif for its 46 billion dollar investment in the China Pakistan Economic Corridor (CPEC).

“People know that from Daanish Schools to the IT University, every development project has been completed in Rahim Yar Khan. I wonder what sort of deprivation had been felt by certain lawmakers after spending funds for five whole years,” Hamza said while speaking about south Punjab.

He also said that if the people entrusted the PML-N once again in the 2018 elections, another phase of development would be launched from Karachi to Khyber.

Earlier, Hamza spent visited the IT University and Gymnasium in Rahim Yar Khan. He also met PML-N office bearers while provincial ministers, MNAs, MPAs as well as other party leaders accompanied him."
76,Elections 2018: Bilawal promises food cards for masses,https://www.pakistantoday.com.pk/2018/04/18/pml-n-to-conquer-kp-rest-of-the-country-in-2018-elections-ameer/,"LAHORE: President of Pakistan Muslim League-Nawaz (PML-N) in Khyber Pakhtunkhwa (KP) and Advisor to Prime Minister Engineer Amir Muqam on Wednesday said that the PML-N would conquer KP as well as other parts of the country, under the leadership of Shehbaz Sharif, in the upcoming general elections.

In a meeting with the Punjab chief minister, he also said the “Punjab Speed” of Chief Minister Shehbaz Sharif would soon be transformed into “KP Speed”.

During the meeting, different matters of mutual interest including political issues and progress on development projects came under discussion.

Speaking at the occasion, Chief Minister Shehbaz, who is also the PML-N president, said that the people of KP had been deceived in the name of change and revolution.

“How can he who deceived the people in the name of their billion tree afforestation project possibly be the leader of the nation?” asked Shehbaz. He also said that the PML-N would usher a revolution of development and prosperity in KP and a mass transit system like the metro bus would be introduced in Peshawar as well as other major cities.

“A revolution will be brought in the health as well as education sectors to facilitate the people,” he said.

Engineer Amir Muqam appreciated the development vision of Shehbaz, and said that worthwhile development had been made in Lahore and other cities of the province."
77,Elections 2018: Parties resort to monotonous campaigning in Rawalpindi,https://www.pakistantoday.com.pk/2018/04/07/facebook-takes-major-steps-ahead-of-2018-elections-in-pakistan/,"Taking to Facebook, founder Mark Zuckerberg announced on Friday that the social networking giant would only allow verified advertisers as well as people to run the political campaigns of various parties in a bid to support positive discourse and prevent interference ahead of the 2018 general elections in Pakistan.

Zuckerberg said, “With important elections coming up in the US, Mexico, Brazil, India, Pakistan and more countries in the next year, one of my top priorities for 2018 is making sure we support positive discourse and prevent interference in these elections.”

The two major steps include:

Every advertiser who wants to run political or issue ads will need to be verified

People who manage large pages will also be required to be verified.

The Facebook founder acknowledged “Russian interference in the 2016 US election”. He stated that the company successfully deployed new Artificial Intelligence (AI) tools leading up to the polls in 2017 in France, Germany, and Alabama Senate special elections that “removed tens of thousands of fake accounts”.

All changes made by Facebook were listed as:"
78,Elections 2018: Appellate tribunal rejects Ashraf Jalali’s nomination papers,https://www.pakistantoday.com.pk/2018/04/03/ecp-declares-34-political-parties-eligible-to-contest-upcoming-election/,"The Election Commission of Pakistan (ECP) has declared 34 political parties eligible to contest general elections of 2018 after they furnished all required documents and fee for registration, reported a local media outlet.

The parties which have been permitted to contest the polls include Pakistan Muslim League-Nawaz, Pakistan People’s Party, Pakistan Tehreek-e-Insaf, Pakistan Muslim League-Quaid, Muttahida Qaumi Movement, National Party, Awami National Party, All Pakistan Muslim League, Awami Muslim League, Pakistan Awami Tehreek, Majlis-e-Wahdat-e-Muslimeen, while factions of religious parties under the banner of Muttahida Majlis-e-Amal is also on the list.

All the approved parties have also submitted Rs200,000 registration fee to the ECP.

On December 26 last year, the ECP, after the passage of the law by the Parliament, had asked political parties to submit Rs200,000 as enlistment fee, besides submitting lists along with computerised nat­ional identity cards of 2,000 members each, a mandatory requirement under section 202 of the Act, within two months."
79,Elections 2018: ECP issues guidelines for media coverage,https://www.pakistantoday.com.pk/2018/03/26/ecp-displays-2018-general-elections-initial-voters-lists/,"LAHORE: The Election Commission of Pakistan (ECP) on Monday displayed the initial voters’ lists for the 2018 general elections in it’s Lahore office and offices of Union Councils in the city.

According to the ECP, the voting details can be reviewed and corrected by March 31. The forms are available in both English and Urdu.

The voters can change their addresses and remove names of deceased family members from the voters’ list through the forms available at the aforementioned offices.

Vote registration can also be confirmed by texting the Computerised National Identity Card (CNIC) number to 8300.

Meanwhile, on March 5, ECP started the training of polling staff amid the preparation for 2018 general elections.

According to the details, more than 0.9 million polling staff would perform duties during the forthcoming general election.

In the first phase, training of lead trainers, who are officers of the ECP, began in Lahore and Peshawar.

In the second phase, three thousand master trainers would be trained in the next month. This would be followed by training of polling staff in May this year.

However, after the appointment returning and district returning officers, the training process would be completed as per schedule."
80,Elections 2018: PTI issues tickets to 13 females for general seats in NA,https://www.pakistantoday.com.pk/2018/03/22/ecp-issues-unofficial-voters-list-for-2018-elections/,"ISLAMABAD: Election Commission of Pakistan (ECP) on Thursday issued an unofficial voters’ lists for the 2018 general elections ahead.

The unofficial electoral list consists of 104 million voters. From unofficial electoral lists, 800,000 voters were deleted and it was brought to attention that 8.1 million new voters were registered.

In addition to the publication of unofficial electoral lists, the message service of ECP was updated. For details, the voters can SMS their CNIC number on 8300.

People who want to change, cancel or correct their details can submit a form at the display centres or in the office of the district election commissioner, the ECP notification said."
81,General Elections 2018: A war on social media,https://www.pakistantoday.com.pk/2018/03/22/salman-ahmed-rejoins-pti-terms-imran-khan-only-hope-for-2018-elections/,"Former Junoon-band singer Salman Ahmed, who recently made public his difference with Pakistan Tehreek-e-Insaf (PTI) after PTI chief Imran Khan welcomed the Amir Liaquat to his party and described the televangelist as a “sleazy, slithering snake”, has reaffirmed his support for Imran Khan and PTI once again.

Taking to his Twitter account Salman Ahmed stated,”Although I’ve expressed my deep disappointment over Amir Liaquat STILL the only REAL option for 2018 election is Imran Khan and Naya Pakistan”.

Although I’ve expressed my deep disappointment over #AmirLiaqat STILL the only REAL option for 2018 election is @ImranKhanPTI & NayaPakistan — salman ahmad (@sufisal) March 21, 2018

Ahmad announced to cut ties with the party two days ago after Imran Khan in an unexpected press conference welcomed Amir Liaquat to the party fold.

In a reaction to this new addition to the party, he said: “After 35 years of defending, supporting and justifying Imran Khan to the world, I no longer can. I fear that reptiles surround him.”

After 35 years of defending, supporting & justifying @ImranKhanPTI to the world , i no longer can. i fear that reptiles surround him. — salman ahmad (@sufisal) March 19, 2018

Lashing out at Amir Liaquat, Salman Ahmed stated, “It’s my democratic right to warn against Amir Liaquat. Imran Khan can never benefit from this hypocrite, liar & a sleazy slithering snake”."
82,Elections 2018,https://www.pakistantoday.com.pk/2018/03/19/sharifs-devise-pml-ns-strategy-for-2018-elections-in-meeting/,"LAHORE: The political faces of the Sharif family sat together on Monday to discuss the ongoing political situation in the country and preparations for the upcoming 2018 general elections.

The meeting was held at the Jati Umra residence in Lahore where the ex-PM Nawaz Sharif welcomed Punjab Chief Minister and Pakistan Muslim League-Nawa (PML-N) President, Shehbaz Sharif.

The meeting was also attended by Maryam Nawaz and Hamza Shehbaz.

The four Sharifs discussed the ongoing political situation in the country, and devised a strategy of the ruling party ahead for the 2018 general elections."
